tool	rank	metric	sample	value
bracken2.5	order	True positives	23	14.0
bracken2.5	order	False negatives	23	0.0
bracken2.5	order	False positives	23	124.0
bracken2.5	order	Purity (precision)	23	0.10144927536231885
bracken2.5	order	Completeness (recall)	23	1.0
bracken2.5	order	F1 score	23	0.1842105263157895
bracken2.5	order	Jaccard index	23	0.10144927536231885
bracken2.5	order	Taxon counts	23	138.0
bracken2.5	family	True positives	23	24.0
bracken2.5	family	False negatives	23	0.0
bracken2.5	family	False positives	23	264.0
bracken2.5	family	Purity (precision)	23	0.08333333333333333
bracken2.5	family	Completeness (recall)	23	1.0
bracken2.5	family	F1 score	23	0.15384615384615385
bracken2.5	family	Jaccard index	23	0.08333333333333333
bracken2.5	family	Taxon counts	23	288.0
bracken2.5	genus	True positives	23	26.0
bracken2.5	genus	False negatives	23	19.0
bracken2.5	genus	False positives	23	768.0
bracken2.5	genus	Purity (precision)	23	0.0327455919395466
bracken2.5	genus	Completeness (recall)	23	0.5777777777777777
bracken2.5	genus	F1 score	23	0.06197854588796186
bracken2.5	genus	Jaccard index	23	0.03198031980319803
bracken2.5	genus	Taxon counts	23	794.0
bracken2.5	species	True positives	23	43.0
bracken2.5	species	False negatives	23	59.0
bracken2.5	species	False positives	23	2194.0
bracken2.5	species	Purity (precision)	23	0.019222172552525705
bracken2.5	species	Completeness (recall)	23	0.4215686274509804
bracken2.5	species	F1 score	23	0.03676784950833689
bracken2.5	species	Jaccard index	23	0.018728222996515678
bracken2.5	species	Taxon counts	23	2237.0
bracken2.5	strain	True positives	23	0.0
bracken2.5	strain	False negatives	23	124.0
bracken2.5	strain	False positives	23	0.0
bracken2.5	strain	Purity (precision)	23	0.0
bracken2.5	strain	Completeness (recall)	23	0.0
bracken2.5	strain	Jaccard index	23	0.0
bracken2.5	strain	Taxon counts	23	0.0
bracken2.5	superkingdom	L1 norm error	23	0.0032906617440510095
bracken2.5	phylum	L1 norm error	23	0.2168567517058781
bracken2.5	class	L1 norm error	23	0.23590341841294302
bracken2.5	order	L1 norm error	23	0.2587778967062987
bracken2.5	family	L1 norm error	23	0.30956080218500276
bracken2.5	genus	L1 norm error	23	0.3530248446024993
bracken2.5	species	L1 norm error	23	1.1324376091848116
bracken2.5	na	Weighted UniFrac error	23	3.5043292215352277
bracken2.5	na	Unweighted UniFrac error	23	19654.360478552906
bracken2.5	superkingdom	Bray-Curtis distance	24	0.0027996817627926017
bracken2.5	phylum	Bray-Curtis distance	24	0.08401166716687518
bracken2.5	class	Bray-Curtis distance	24	0.08868404653788746
bracken2.5	order	Bray-Curtis distance	24	0.09514710873332535
bracken2.5	family	Bray-Curtis distance	24	0.2620517254758105
bracken2.5	genus	Bray-Curtis distance	24	0.3915602932056759
bracken2.5	species	Bray-Curtis distance	24	0.663164788408808
bracken2.5	superkingdom	Shannon diversity	24	0.020557810997544865
bracken2.5	superkingdom	Shannon equitability	24	0.014829325988845286
bracken2.5	phylum	Shannon diversity	24	1.0658752689913564
bracken2.5	phylum	Shannon equitability	24	0.2997949147473448
bracken2.5	class	Shannon diversity	24	1.4543097183743112
bracken2.5	class	Shannon equitability	24	0.33789212915728634
bracken2.5	order	Shannon diversity	24	1.5336791928390503
bracken2.5	order	Shannon equitability	24	0.30332370139457654
bracken2.5	family	Shannon diversity	24	2.186876766931627
bracken2.5	family	Shannon equitability	24	0.3761313501582432
bracken2.5	genus	Shannon diversity	24	2.5048869612041993
bracken2.5	genus	Shannon equitability	24	0.3625670676145315
bracken2.5	species	Shannon diversity	24	3.3430642646502338
bracken2.5	species	Shannon equitability	24	0.4190911283772358
bracken2.5	superkingdom	True positives	24	1.0
bracken2.5	superkingdom	False negatives	24	0.0
bracken2.5	superkingdom	False positives	24	3.0
bracken2.5	superkingdom	Purity (precision)	24	0.25
bracken2.5	superkingdom	Completeness (recall)	24	1.0
bracken2.5	superkingdom	F1 score	24	0.4
bracken2.5	superkingdom	Jaccard index	24	0.25
bracken2.5	superkingdom	Taxon counts	24	4.0
bracken2.5	phylum	True positives	24	5.0
bracken2.5	phylum	False negatives	24	0.0
bracken2.5	phylum	False positives	24	30.0
bracken2.5	phylum	Purity (precision)	24	0.14285714285714285
bracken2.5	phylum	Completeness (recall)	24	1.0
bracken2.5	phylum	F1 score	24	0.25
bracken2.5	phylum	Jaccard index	24	0.14285714285714285
bracken2.5	phylum	Taxon counts	24	35.0
bracken2.5	class	True positives	24	9.0
bracken2.5	class	False negatives	24	0.0
bracken2.5	class	False positives	24	65.0
bracken2.5	class	Purity (precision)	24	0.12162162162162163
bracken2.5	class	Completeness (recall)	24	1.0
bracken2.5	class	F1 score	24	0.21686746987951808
bracken2.5	class	Jaccard index	24	0.12162162162162163
bracken2.5	class	Taxon counts	24	74.0
bracken2.5	order	True positives	24	12.0
bracken2.5	order	False negatives	24	0.0
bracken2.5	order	False positives	24	145.0
bracken2.5	order	Purity (precision)	24	0.07643312101910828
bracken2.5	order	Completeness (recall)	24	1.0
bracken2.5	order	F1 score	24	0.14201183431952663
bracken2.5	order	Jaccard index	24	0.07643312101910828
bracken2.5	order	Taxon counts	24	157.0
bracken2.5	family	True positives	24	25.0
bracken2.5	family	False negatives	24	1.0
bracken2.5	family	False positives	24	310.0
bracken2.5	family	Purity (precision)	24	0.07462686567164178
bracken2.5	family	Completeness (recall)	24	0.9615384615384616
bracken2.5	family	F1 score	24	0.13850415512465372
bracken2.5	family	Jaccard index	24	0.0744047619047619
bracken2.5	family	Taxon counts	24	335.0
bracken2.5	genus	True positives	24	30.0
bracken2.5	genus	False negatives	24	36.0
bracken2.5	genus	False positives	24	971.0
bracken2.5	genus	Purity (precision)	24	0.029970029970029972
bracken2.5	genus	Completeness (recall)	24	0.45454545454545453
bracken2.5	genus	F1 score	24	0.056232427366447985
bracken2.5	genus	Jaccard index	24	0.02892960462873674
bracken2.5	genus	Taxon counts	24	1001.0
bracken2.5	species	True positives	24	54.0
bracken2.5	species	False negatives	24	149.0
bracken2.5	species	False positives	24	2859.0
bracken2.5	species	Purity (precision)	24	0.018537590113285273
bracken2.5	species	Completeness (recall)	24	0.2660098522167488
bracken2.5	species	F1 score	24	0.03465982028241335
bracken2.5	species	Jaccard index	24	0.017635532331809273
bracken2.5	species	Taxon counts	24	2913.0
bracken2.5	strain	True positives	24	0.0
bracken2.5	strain	False negatives	24	262.0
bracken2.5	strain	False positives	24	0.0
bracken2.5	strain	Purity (precision)	24	0.0
bracken2.5	strain	Completeness (recall)	24	0.0
bracken2.5	strain	Jaccard index	24	0.0
bracken2.5	strain	Taxon counts	24	0.0
bracken2.5	superkingdom	L1 norm error	24	0.005599363525585203
bracken2.5	phylum	L1 norm error	24	0.16802333433375033
bracken2.5	class	L1 norm error	24	0.17736809307577492
bracken2.5	order	L1 norm error	24	0.19029421746665057
bracken2.5	family	L1 norm error	24	0.5241034509516198
bracken2.5	genus	L1 norm error	24	0.7831205864113449
bracken2.5	species	L1 norm error	24	1.3263295768175645
bracken2.5	na	Weighted UniFrac error	24	4.166893965014823
bracken2.5	na	Unweighted UniFrac error	24	25675.015759832568
bracken2.5	superkingdom	Bray-Curtis distance	25	0.0029286850103662793
bracken2.5	phylum	Bray-Curtis distance	25	0.09322874824240002
bracken2.5	class	Bray-Curtis distance	25	0.10156050475049859
bracken2.5	order	Bray-Curtis distance	25	0.10851989126099468
bracken2.5	family	Bray-Curtis distance	25	0.34026305100319665
bracken2.5	genus	Bray-Curtis distance	25	0.4011558764883673
bracken2.5	species	Bray-Curtis distance	25	0.6615371602166412
bracken2.5	superkingdom	Shannon diversity	25	0.021657848629725848
bracken2.5	superkingdom	Shannon equitability	25	0.015622835407214658
bracken2.5	phylum	Shannon diversity	25	0.9700790033518343
bracken2.5	phylum	Shannon equitability	25	0.27509354094117355
bracken2.5	class	Shannon diversity	25	1.3743261087196648
bracken2.5	class	Shannon equitability	25	0.3203214312059341
bracken2.5	order	Shannon diversity	25	1.4650353124976607
bracken2.5	order	Shannon equitability	25	0.289024067934833
bracken2.5	family	Shannon diversity	25	2.2421867598916636
bracken2.5	family	Shannon equitability	25	0.38505393914737046
bracken2.5	genus	Shannon diversity	25	2.4514181452609054
bracken2.5	genus	Shannon equitability	25	0.3540655163533842
bracken2.5	species	Shannon diversity	25	3.6335061322362447
bracken2.5	species	Shannon equitability	25	0.4541493922206337
bracken2.5	superkingdom	True positives	25	1.0
bracken2.5	superkingdom	False negatives	25	0.0
bracken2.5	superkingdom	False positives	25	3.0
bracken2.5	superkingdom	Purity (precision)	25	0.25
bracken2.5	superkingdom	Completeness (recall)	25	1.0
bracken2.5	superkingdom	F1 score	25	0.4
bracken2.5	superkingdom	Jaccard index	25	0.25
bracken2.5	superkingdom	Taxon counts	25	4.0
bracken2.5	phylum	True positives	25	5.0
bracken2.5	phylum	False negatives	25	0.0
bracken2.5	phylum	False positives	25	29.0
bracken2.5	phylum	Purity (precision)	25	0.14705882352941177
bracken2.5	phylum	Completeness (recall)	25	1.0
bracken2.5	phylum	F1 score	25	0.25641025641025644
bracken2.5	phylum	Jaccard index	25	0.14705882352941177
bracken2.5	phylum	Taxon counts	25	34.0
bracken2.5	class	True positives	25	10.0
bracken2.5	class	False negatives	25	0.0
bracken2.5	class	False positives	25	63.0
bracken2.5	class	Purity (precision)	25	0.136986301369863
bracken2.5	class	Completeness (recall)	25	1.0
bracken2.5	class	F1 score	25	0.24096385542168672
bracken2.5	class	Jaccard index	25	0.136986301369863
bracken2.5	class	Taxon counts	25	73.0
bracken2.5	order	True positives	25	14.0
bracken2.5	order	False negatives	25	0.0
bracken2.5	order	False positives	25	145.0
bracken2.5	order	Purity (precision)	25	0.0880503144654088
bracken2.5	order	Completeness (recall)	25	1.0
bracken2.5	order	F1 score	25	0.16184971098265896
bracken2.5	order	Jaccard index	25	0.0880503144654088
bracken2.5	order	Taxon counts	25	159.0
bracken2.5	family	True positives	25	25.0
bracken2.5	family	False negatives	25	2.0
bracken2.5	family	False positives	25	313.0
bracken2.5	family	Purity (precision)	25	0.07396449704142012
bracken2.5	family	Completeness (recall)	25	0.9259259259259259
bracken2.5	family	F1 score	25	0.136986301369863
bracken2.5	family	Jaccard index	25	0.07352941176470588
bracken2.5	family	Taxon counts	25	338.0
bracken2.5	genus	True positives	25	32.0
bracken2.5	genus	False negatives	25	34.0
bracken2.5	genus	False positives	25	984.0
bracken2.5	genus	Purity (precision)	25	0.031496062992125984
bracken2.5	genus	Completeness (recall)	25	0.48484848484848486
bracken2.5	genus	F1 score	25	0.05914972273567468
bracken2.5	genus	Jaccard index	25	0.030476190476190476
bracken2.5	genus	Taxon counts	25	1016.0
bracken2.5	species	True positives	25	59.0
bracken2.5	species	False negatives	25	142.0
bracken2.5	species	False positives	25	2924.0
bracken2.5	species	Purity (precision)	25	0.019778746228628897
bracken2.5	species	Completeness (recall)	25	0.2935323383084577
bracken2.5	species	F1 score	25	0.03706030150753769
bracken2.5	species	Jaccard index	25	0.01888
bracken2.5	species	Taxon counts	25	2983.0
bracken2.5	strain	True positives	25	0.0
bracken2.5	strain	False negatives	25	253.0
bracken2.5	strain	False positives	25	0.0
bracken2.5	strain	Purity (precision)	25	0.0
bracken2.5	strain	Completeness (recall)	25	0.0
bracken2.5	strain	Jaccard index	25	0.0
bracken2.5	strain	Taxon counts	25	0.0
bracken2.5	superkingdom	L1 norm error	25	0.005857370020732559
bracken2.5	phylum	L1 norm error	25	0.1864574964848001
bracken2.5	class	L1 norm error	25	0.20312100950099718
bracken2.5	order	L1 norm error	25	0.21703978252198916
bracken2.5	family	L1 norm error	25	0.6805261020063951
bracken2.5	genus	L1 norm error	25	0.8023117529767388
bracken2.5	species	L1 norm error	25	1.3230743204332378
bracken2.5	na	Weighted UniFrac error	25	4.399197306067674
bracken2.5	na	Unweighted UniFrac error	25	26152.600630224013
bracken2.5	superkingdom	Bray-Curtis distance	26	0.0016052008507565726
bracken2.5	phylum	Bray-Curtis distance	26	0.12820704901449173
bracken2.5	class	Bray-Curtis distance	26	0.14405631931620455
bracken2.5	order	Bray-Curtis distance	26	0.14429568432413425
bracken2.5	family	Bray-Curtis distance	26	0.18479080770728473
bracken2.5	genus	Bray-Curtis distance	26	0.2080199776941199
bracken2.5	species	Bray-Curtis distance	26	0.6802880580351316
bracken2.5	superkingdom	Shannon diversity	26	0.013411434517105296
bracken2.5	superkingdom	Shannon equitability	26	0.00967430503451744
bracken2.5	phylum	Shannon diversity	26	0.8588706898376127
bracken2.5	phylum	Shannon equitability	26	0.25506243977413257
bracken2.5	class	Shannon diversity	26	1.3097081870492717
bracken2.5	class	Shannon equitability	26	0.3161152782955633
bracken2.5	order	Shannon diversity	26	1.3943438338244423
bracken2.5	order	Shannon equitability	26	0.28425397083837267
bracken2.5	family	Shannon diversity	26	1.603850903123445
bracken2.5	family	Shannon equitability	26	0.283566694713966
bracken2.5	genus	Shannon diversity	26	1.6892520929611878
bracken2.5	genus	Shannon equitability	26	0.2520072634727935
bracken2.5	species	Shannon diversity	26	2.9339614626490302
bracken2.5	species	Shannon equitability	26	0.3770809293369845
bracken2.5	superkingdom	True positives	26	1.0
bracken2.5	superkingdom	False negatives	26	0.0
bracken2.5	superkingdom	False positives	26	3.0
bracken2.5	superkingdom	Purity (precision)	26	0.25
bracken2.5	superkingdom	Completeness (recall)	26	1.0
bracken2.5	superkingdom	F1 score	26	0.4
bracken2.5	superkingdom	Jaccard index	26	0.25
bracken2.5	superkingdom	Taxon counts	26	4.0
bracken2.5	phylum	True positives	26	5.0
bracken2.5	phylum	False negatives	26	0.0
bracken2.5	phylum	False positives	26	24.0
bracken2.5	phylum	Purity (precision)	26	0.1724137931034483
bracken2.5	phylum	Completeness (recall)	26	1.0
bracken2.5	phylum	F1 score	26	0.29411764705882354
bracken2.5	phylum	Jaccard index	26	0.1724137931034483
bracken2.5	phylum	Taxon counts	26	29.0
bracken2.5	class	True positives	26	11.0
bracken2.5	class	False negatives	26	0.0
bracken2.5	class	False positives	26	52.0
bracken2.5	class	Purity (precision)	26	0.1746031746031746
bracken2.5	class	Completeness (recall)	26	1.0
bracken2.5	class	F1 score	26	0.29729729729729726
bracken2.5	class	Jaccard index	26	0.1746031746031746
bracken2.5	class	Taxon counts	26	63.0
bracken2.5	order	True positives	26	13.0
bracken2.5	order	False negatives	26	0.0
bracken2.5	order	False positives	26	122.0
bracken2.5	order	Purity (precision)	26	0.0962962962962963
bracken2.5	order	Completeness (recall)	26	1.0
bracken2.5	order	F1 score	26	0.17567567567567569
bracken2.5	order	Jaccard index	26	0.0962962962962963
bracken2.5	order	Taxon counts	26	135.0
bracken2.5	family	True positives	26	22.0
bracken2.5	family	False negatives	26	0.0
bracken2.5	family	False positives	26	264.0
bracken2.5	family	Purity (precision)	26	0.07692307692307693
bracken2.5	family	Completeness (recall)	26	1.0
bracken2.5	family	F1 score	26	0.14285714285714288
bracken2.5	family	Jaccard index	26	0.07692307692307693
bracken2.5	family	Taxon counts	26	286.0
bracken2.5	genus	True positives	26	24.0
bracken2.5	genus	False negatives	26	23.0
bracken2.5	genus	False positives	26	791.0
bracken2.5	genus	Purity (precision)	26	0.029447852760736196
bracken2.5	genus	Completeness (recall)	26	0.5106382978723404
bracken2.5	genus	F1 score	26	0.05568445475638051
bracken2.5	genus	Jaccard index	26	0.028639618138424822
bracken2.5	genus	Taxon counts	26	815.0
bracken2.5	species	True positives	26	39.0
bracken2.5	species	False negatives	26	62.0
bracken2.5	species	False positives	26	2355.0
bracken2.5	species	Purity (precision)	26	0.016290726817042606
bracken2.5	species	Completeness (recall)	26	0.38613861386138615
bracken2.5	species	F1 score	26	0.0312625250501002
bracken2.5	species	Jaccard index	26	0.015879478827361564
bracken2.5	species	Taxon counts	26	2394.0
bracken2.5	strain	True positives	26	0.0
bracken2.5	strain	False negatives	26	115.0
bracken2.5	strain	False positives	26	0.0
bracken2.5	strain	Purity (precision)	26	0.0
bracken2.5	strain	Completeness (recall)	26	0.0
bracken2.5	strain	Jaccard index	26	0.0
bracken2.5	strain	Taxon counts	26	0.0
bracken2.5	superkingdom	L1 norm error	26	0.0032104017015131448
bracken2.5	phylum	L1 norm error	26	0.25641409802898346
bracken2.5	class	L1 norm error	26	0.28811263863240916
bracken2.5	order	L1 norm error	26	0.2885913686482685
bracken2.5	family	L1 norm error	26	0.3695816154145696
bracken2.5	genus	L1 norm error	26	0.4160399553882342
bracken2.5	species	L1 norm error	26	1.360576116070253
bracken2.5	na	Weighted UniFrac error	26	3.9908250725076093
bracken2.5	na	Unweighted UniFrac error	26	21031.66763254628
bracken2.5	superkingdom	Bray-Curtis distance	27	0.002695878725694549
bracken2.5	phylum	Bray-Curtis distance	27	0.1042271151261512
bracken2.5	class	Bray-Curtis distance	27	0.11301517943864992
bracken2.5	order	Bray-Curtis distance	27	0.11450420326634944
bracken2.5	family	Bray-Curtis distance	27	0.2781288443166825
bracken2.5	genus	Bray-Curtis distance	27	0.3525838051305559
bracken2.5	species	Bray-Curtis distance	27	0.5440667744760856
bracken2.5	superkingdom	Shannon diversity	27	0.01973720207667041
bracken2.5	superkingdom	Shannon equitability	27	0.014237381778517876
bracken2.5	phylum	Shannon diversity	27	1.1523849061377305
bracken2.5	phylum	Shannon equitability	27	0.326791573945255
bracken2.5	class	Shannon diversity	27	1.439577951421954
bracken2.5	class	Shannon equitability	27	0.3448597023576935
bracken2.5	order	Shannon diversity	27	1.4917286026930698
